"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","text-rare","font-semibold","text-super-rare","font-semibold 2","font-semibold 3"
"854th","https://www.soraredata.com/player/92216772617906478627455956733734655189610078110524628092794776129076712453197","https://assets.sorare.com/player/cdabfe57-dd78-4bb2-b1ab-8473e3611652/picture/avatar-1a61343a40f558cab05f8d22fc6bbc37.png","Mikhail Kerzhakov","Goalkeeper  - 36","46.5","100%  PLAYED","52.2","100%  PLAYED","49.5","80%  PLAYED","Ξ 0,0264","Ξ 0,174","2-week average","Ξ 0,600","7-day average","Last public sale"
"855th","https://www.soraredata.com/player/28653737570127650020560845975594964273280131204631825098548387135387776767154","https://assets.sorare.com/player/206386ae-ac24-4f27-941b-e60aa9692af2/picture/avatar-c97cb97136ef1b854950839a36230614.png","Ivan Čović","Goalkeeper  - 32","45.6","100%  PLAYED","52.2","100%  PLAYED","52.0","50%  PLAYED","Ξ 0,0065","No sale","3-day average","No sale","",""
"856th","https://www.soraredata.com/player/100023700164708084304339408272287478853673530342494755763664662640773925827361","https://assets.sorare.com/player/43fc95c3-0962-46c3-8fd0-261113ed593f/picture/avatar-3d37663cc610939dffc5a91e20c09598.png","Alberto Moleiro","Midfielder  - 19","34.4","100%  PLAYED","52.2","100%  PLAYED","47.8","98%  PLAYED","Ξ 0,0061","Ξ 0,0502","3-day average","Ξ 1,320","7-day average","Last public sale"
"857th","https://www.soraredata.com/player/69907096721120395703889342960040963930700290307153240014971402290363045095275","https://assets.sorare.com/player/0484fc13-bb55-44f5-bfed-a3d918d8a9aa/picture/avatar-b815e9c3c69427d0507f7cad68710db9.png","Stefan Gartenmann","Defender  - 26","66.4","80%  PLAYED","52.2","87%  PLAYED","48.6","57%  PLAYED","Ξ 0,0021","Ξ 0,0400","3-day average","Ξ 0,0365","7-day average","Last public sale"
"858th","https://www.soraredata.com/player/97103532675861326177100744698111811726542876588497768739691898703642045541838","https://assets.sorare.com/player/45b18f97-e6ca-4e07-a4b4-ae7e9d490aa6/picture/avatar-4a8591dab7eb626e7730746e45c7789e.png","Heung-min Son","Forward  - 30","60.4","100%  PLAYED","52.1","100%  PLAYED","52.8","95%  PLAYED","Ξ 0,0272","Ξ 0,203","3-day average","Ξ 3,331","7-day average","Last public sale"
"859th","https://www.soraredata.com/player/61714566284953196506208207444826253576802033610701721676088905158911510482609","https://assets.sorare.com/player/b8275096-f135-41d5-9baf-7c34b65789a9/picture/avatar-5c0443dff2f3f5a7a5e43b53b419be43.png","Neto","Goalkeeper  - 33","53.6","100%  PLAYED","52.1","80%  PLAYED","51.1","53%  PLAYED","Ξ 0,0112","Ξ 0,199","3-day average","Ξ 0,591","7-day average","Last public sale"
"860th","https://www.soraredata.com/player/76124401590985370724593191414021579748089223942775657050493374100860823336953","https://assets.sorare.com/player/688f83e6-b9b4-4755-934c-74266e525338/picture/avatar-e32e881cfb79e588c316595f86a8c693.png","Tatsuhiro Sakamoto","Midfielder  - 26","64.2","100%  PLAYED","52.1","100%  PLAYED","47.8","85%  PLAYED","Ξ 0,0012","Ξ 0,0214","3-day average","Ξ 0,1000","3-day average","Last public sale"
"861st","https://www.soraredata.com/player/92300833240110165825079183511214710992941578917073063691325772799853624581404","https://assets.sorare.com/player/def6e62a-d567-49f1-ba0a-4641b2dbd8e7/picture/avatar-0bba701c63ab0d44d7fd31fbae88b2a6.png","Bart Nieuwkoop","Defender  - 27","34.9","100%  PLAYED","52.1","93%  PLAYED","49.2","90%  PLAYED","Ξ 0,0023","Ξ 0,0350","3-day average","Ξ 0,203","3-day average","Last public sale"
"862nd","https://www.soraredata.com/player/89054640202098697304560787939275022598513892521781206684006442306131017102435","https://assets.sorare.com/player/d2168d37-69a0-4d49-94df-f256cb594d3c/picture/avatar-0040d9e3acc8f48eb308a22374bd079c.png","Dave Romney","Defender  - 29","48.2","100%  PLAYED","52.1","93%  PLAYED","49.5","93%  PLAYED","Ξ 0,0025","Ξ 0,0302","3-day average","Ξ 0,130","3-day average","1-month average"
"863rd","https://www.soraredata.com/player/39947751103468800078029951731048648702780928443257467518960986752880180113579","https://assets.sorare.com/player/2adc119f-2558-4815-b309-45520aca32db/picture/avatar-fff9348bca4ef8e710e7fe93b0f6edd3.png","Nahuel Barrios","Forward  - 24","56.8","80%  PLAYED","52.1","93%  PLAYED","45.5","88%  PLAYED","Ξ 0,0039","Ξ 0,0523","3-day average","Ξ 0,241","3-day average","Last public sale"
"864th","https://www.soraredata.com/player/115516026915135008841173011875669873329585254396681285394839998527611749704661","https://assets.sorare.com/player/caf469f6-9efb-4df7-b84e-3cdd32b0859f/picture/avatar-0f7ee00907d620cd43a708735fa9d0dd.png","Matías Melluso","Defender  - 24","52.2","60%  PLAYED","52.1","80%  PLAYED","51.1","63%  PLAYED","Ξ 0,0017","Ξ 0,0213","3-day average","Ξ 0,315","3-day average","Last public sale"
"865th","https://www.soraredata.com/player/4291004747843748551541257397792597480261603996929252863032030878813352895619","https://assets.sorare.com/player/1da1d256-37b9-4bf8-bf2a-fad566cfdda6/picture/avatar-7390a593dd792b3b9b7af2d1f502259c.png","Steven Fletcher","Forward  - 36","55.8","100%  PLAYED","52.1","93%  PLAYED","44.4","88%  PLAYED","Ξ 0,0012","Ξ 0,0186","3-day average","Ξ 0,110","3-day average","Last public sale"
"866th","https://www.soraredata.com/player/42134940365019870257627737875339780820510669916089791425835474113608964266928","https://assets.sorare.com/player/92aab95c-1523-4ea6-b53b-77a626448e6d/picture/avatar-915677a63dda3879c7309776bfb5b687.png","Ramiro Sordo","Forward  - 22","48.8","100%  PLAYED","52.1","93%  PLAYED","51.0","78%  PLAYED","Ξ 0,0049","Ξ 0,0602","3-day average","Ξ 0,324","3-day average","1-month average"
"867th","https://www.soraredata.com/player/27806482707077210587414086096757415096926265924866099496590669736309305894361","https://assets.sorare.com/player/caa5bac1-6327-4da4-a8b7-d699b792a136/picture/avatar-ba68ec41cfe859ccb9c5d4474d2c9fa9.png","Destiny Udogie","Defender  - 20","57.6","100%  PLAYED","52.1","93%  PLAYED","52.7","90%  PLAYED","Ξ 0,0127","Ξ 0,130","3-day average","Ξ 0,500","2-week average","1-month average"
"868th","https://www.soraredata.com/player/27121984191714998738632076398700263495205009416039196968675405922180329063469","https://assets.sorare.com/player/a53dfe2e-cb99-4b5e-b843-456faa3af211/picture/avatar-b78e4eb0d819680638fea62894b15446.png","Marco Asensio","Forward  - 27","61.1","80%  PLAYED","52.0","87%  PLAYED","49.6","88%  PLAYED","Ξ 0,0089","Ξ 0,0600","3-day average","Ξ 0,298","2-week average","1-month average"
"869th","https://www.soraredata.com/player/42855108963618692073807076640410856938525731683146319512145721854085096813082","https://assets.sorare.com/player/70027fdc-9492-4b10-b937-9b95293547af/picture/avatar-8382f4d19278039fa5350b915a00e5ac.png","Nayair Tiknizyan","Midfielder  - 23","60.2","80%  PLAYED","52.0","93%  PLAYED","46.2","80%  PLAYED","No sale","Ξ 0,0384","1-month average","Ξ 0,140","Last public sale",""
"870th","https://www.soraredata.com/player/83040368531855762447652414380194523395610814392317041920941142281516292132457","https://assets.sorare.com/player/335dfa82-bf22-4b50-8d3c-b41099a67446/picture/avatar-1a0f84d0098b84fcc63f1536147d192a.png","Kasper Junker","Forward  - 29","54.8","100%  PLAYED","52.0","87%  PLAYED","48.9","70%  PLAYED","Ξ 0,0136","Ξ 0,450","7-day average","No sale","Last public sale",""
"871st","https://www.soraredata.com/player/16036483156946337028124448582218414413630786360468585972671437027805069845601","https://assets.sorare.com/player/87184098-0aa3-496a-9a06-29102786efed/picture/avatar-0820354d96c893f55166b6dde8502ea4.png","Daniel Lovitz","Defender  - 31","49.5","100%  PLAYED","52.0","100%  PLAYED","48.6","93%  PLAYED","Ξ 0,0033","Ξ 0,0382","3-day average","Ξ 0,233","3-day average","Last public sale"
"872nd","https://www.soraredata.com/player/65564755250403235767607438188147386139666647332811456139372627404945036863241","https://assets.sorare.com/player/56eab9c5-4685-4f6a-b36d-f445b345838e/picture/avatar-31b5a22a490ca2bf822c5c56a8ea9874.png","Samir","Defender  - 28","33.3","80%  PLAYED","52.0","93%  PLAYED","50.2","78%  PLAYED","Ξ 0,0051","Ξ 0,0570","3-day average","Ξ 0,778","3-day average","Last public sale"
"873rd","https://www.soraredata.com/player/98444403911801144346586259965207894419088476987897805499685914199753662314940","https://assets.sorare.com/player/99cde2d5-11ed-49c7-bdaa-9aa082e60e67/picture/ddba4c34a0d9d12066317a04a9dad93c.png","Brandon Vazquez","Forward  - 24","51.1","100%  PLAYED","52.0","100%  PLAYED","54.7","98%  PLAYED","Ξ 0,0223","Ξ 0,155","3-day average","Ξ 1,015","3-day average","1-month average"
"874th","https://www.soraredata.com/player/31188893471280162702986727901685109625608943248957717054540314490657033867784","https://assets.sorare.com/player/32e36419-3867-4902-b726-69bc7d750fe8/picture/avatar-819ce9b1871d007327740156836c227d.png","Lucas Chevalier","Goalkeeper  - 21","46.5","100%  PLAYED","52.0","100%  PLAYED","52.5","85%  PLAYED","Ξ 0,0600","Ξ 0,714","3-day average","Ξ 2,517","7-day average","1-month average"
"875th","https://www.soraredata.com/player/42677506698522603302040571263344874812315139108376322598948901309587296335532","https://assets.sorare.com/player/41713f72-d775-47eb-ae94-00bf810f1ea4/picture/avatar-0ecf60d4150d4ce13c060a40d7352853.png","Shawn Adewoye","Defender  - 22","36.8","80%  PLAYED","52.0","93%  PLAYED","50.0","93%  PLAYED","Ξ 0,0014","Ξ 0,0336","3-day average","Ξ 0,149","2-week average","Last public sale"
"876th","https://www.soraredata.com/player/12713313685256297496665079259478871357773839710775535633760833373323673460129","https://assets.sorare.com/player/5826232a-0159-4a1d-bb55-cc031dc7d273/picture/avatar-e20207c5eb0495fbb8637b865696ee79.png","Wendell","Defender  - 29","46.2","80%  PLAYED","52.0","80%  PLAYED","47.4","70%  PLAYED","Ξ 0,0018","Ξ 0,0142","3-day average","Ξ 0,172","2-week average","Last public sale"
"877th","https://www.soraredata.com/player/93213174073643110673421670985807654930093937603845378946950685633055407611791","https://assets.sorare.com/player/231282d7-12e8-477e-b697-585944c055a8/picture/avatar-5feda17f15179bdac73a0488ae461f66.png","Leon Goretzka","Midfielder  - 28","52.2","80%  PLAYED","52.0","87%  PLAYED","52.9","80%  PLAYED","Ξ 0,0198","Ξ 0,148","3-day average","Ξ 1,308","7-day average","Last public sale"
"878th","https://www.soraredata.com/player/41026376681447067871190292764127861795207977627630938441931978060998216230450","https://assets.sorare.com/player/fba4b0d8-3b12-4876-8b86-aeb4b649178e/picture/avatar-769e2f605b9d04e9c86b59e3dacc17ac.png","Taiyo Koga","Defender  - 24","56.9","100%  PLAYED","52.0","100%  PLAYED","53.8","95%  PLAYED","Ξ 0,0037","Ξ 0,0450","3-day average","Ξ 0,489","7-day average","Last public sale"
"879th","https://www.soraredata.com/player/114852344191437262023389799454509951473426828225385020445216009707409480794227","https://assets.sorare.com/player/39494c71-44cf-4f1a-8834-86e690c546a5/picture/avatar-894bfa2200a66489948ef2ac324dd01c.png","Barrie McKay","Forward  - 28","29.4","80%  PLAYED","52.0","87%  PLAYED","48.2","90%  PLAYED","Ξ 0,0011","Ξ 0,0255","3-day average","Ξ 0,162","7-day average","1-month average"
"880th","https://www.soraredata.com/player/39574186558906138281397713642519417478573918397511075294988353864796425519979","https://assets.sorare.com/player/cbe89d6e-4e84-4e41-94d2-181f5939046f/picture/avatar-a31251f1511572e7d81edcc8a88f191b.png","Henrikh Mkhitaryan","Midfielder  - 34","50.1","100%  PLAYED","52.0","100%  PLAYED","49.2","90%  PLAYED","Ξ 0,0059","Ξ 0,0348","3-day average","Ξ 0,145","1-month average","1-month average"
"881st","https://www.soraredata.com/player/66951731729308118339919526966614290130947769383381976368175915995038526946643","https://assets.sorare.com/player/44c4ae64-6c3c-4214-8ac7-528240091db9/picture/avatar-b6083ba0765518ac18f90519145f7c5e.png","Slavko Bralić","Defender  - 30","53.6","80%  PLAYED","52.0","80%  PLAYED","49.4","57%  PLAYED","Ξ 0,0007","Ξ 0,0211","7-day average","No sale","Last public sale",""
"882nd","https://www.soraredata.com/player/33039117551463536752323851765017269579352844755919848985037261807595564857190","https://assets.sorare.com/player/6f8cdeae-17af-4062-bd20-7d67d78e0e46/picture/avatar-335474b4a861bb7236b41bd29b5a5c23.png","Thomas Foket","Defender  - 28","47.7","100%  PLAYED","51.9","100%  PLAYED","46.6","53%  PLAYED","Ξ 0,0017","Ξ 0,0257","3-day average","Ξ 0,136","7-day average","Last public sale"
"883rd","https://www.soraredata.com/player/25957810977285881055307784555897339667817604668828036067975917959882241477275","https://assets.sorare.com/player/094bd975-932a-4d6c-ac58-c73325079fe3/picture/avatar-6294637181b3418f0ed9aad7a57369d7.png","Joshua Maja","Forward  - 24","60.1","100%  PLAYED","51.9","100%  PLAYED","52.1","95%  PLAYED","Ξ 0,0077","Ξ 0,0682","3-day average","Ξ 0,227","7-day average","1-month average"
"884th","https://www.soraredata.com/player/28090156074835862545475849447018862428952558732639056331857366157878746433937","https://assets.sorare.com/player/4bc0c6e9-cbc4-4640-9517-cf4b16aa3fd0/picture/avatar-871c7d2debd0c896f6ecf88d4d36a42a.png","Anton Shvets","Midfielder  - 29","56.1","80%  PLAYED","51.9","87%  PLAYED","46.6","88%  PLAYED","Ξ 0,0015","Ξ 0,0060","7-day average","Ξ 0,0550","1-month average","Last public sale"
"885th","https://www.soraredata.com/player/25477664473935053159451932030210657759737531004532421659013083177255714475098","https://assets.sorare.com/player/11cc1cd9-542c-485e-8f1e-783d6bc1b868/picture/avatar-fbb57c7e43ba556e782c23d692b0f916.png","Bruno Barticciotto","Forward  - 21","45.3","60%  PLAYED","51.9","80%  PLAYED","46.7","68%  PLAYED","Ξ 0,0098","Ξ 0,120","3-day average","Ξ 0,118","Last public sale","Last public sale"
"886th","https://www.soraredata.com/player/62659504706817809006040934484671333910084702744613493839791584709012196195014","https://assets.sorare.com/player/d9c38d5f-d0d3-4f1c-9297-5df124e8f6d7/picture/avatar-ecc9fdb5cfdd293931485fd08c69fe41.png","Stefan Nutz","Midfielder  - 31","57.2","60%  PLAYED","51.9","87%  PLAYED","47.5","90%  PLAYED","Ξ 0,0004","Ξ 0,0068","3-day average","Ξ 0,0450","2-week average","1-month average"
"887th","https://www.soraredata.com/player/4611546470705415834074999271248921102432235607314770391673153027796834864039","https://assets.sorare.com/player/5589f2b9-3f2a-4b42-ab1d-7ad691b3fdd1/picture/avatar-ecb4484b4488dfc7baab6357110fad24.png","Ewoud Pletinckx","Defender  - 22","47.2","100%  PLAYED","51.9","100%  PLAYED","50.4","93%  PLAYED","Ξ 0,0022","Ξ 0,0251","3-day average","Ξ 0,225","3-day average","1-month average"
"888th","https://www.soraredata.com/player/68660801556645055638348154711106422351695932803672365116741797291230468953056","https://assets.sorare.com/player/026b0f35-6b3a-4733-b89d-12043aac8f4e/picture/avatar-85c384602d3c0e4f5d4c0883dd159f8d.png","René Renner","Defender  - 29","30.7","80%  PLAYED","51.9","87%  PLAYED","49.4","90%  PLAYED","Ξ 0,0004","Ξ 0,0115","3-day average","Ξ 0,160","7-day average","Last public sale"
"889th","https://www.soraredata.com/player/8464009796131303952553410506925736589100382197089937291043593470692922234232","https://assets.sorare.com/player/2468617a-e8ed-429f-92bf-132e66a04a17/picture/avatar-00ad14507a51699765784a91a1df8927.png","Junior Mwanga","Defender  - 19","64.3","100%  PLAYED","51.9","100%  PLAYED","NA","0%  PLAYED","Ξ 0,0187","Ξ 0,121","3-day average","No sale","7-day average",""
"890th","https://www.soraredata.com/player/39408492478674505697416348330325462775223302046300895071303059683205561318089","https://assets.sorare.com/player/1ab87b68-f721-468d-8dd7-0096e38f711b/picture/avatar-fc8bb59a9db5c92212db802c2cbf22a1.png","Isaac Mbenza","Forward  - 27","66.1","100%  PLAYED","51.9","100%  PLAYED","42.8","100%  PLAYED","Ξ 0,0026","Ξ 0,0291","3-day average","Ξ 0,120","3-day average","Last public sale"
"891st","https://www.soraredata.com/player/35410602384287961950903900687320671221092182525916385576105726857887092095275","https://assets.sorare.com/player/5eade1f2-2506-4b23-bbbd-70d1373179a2/picture/avatar-b8e84957fab1962536df2086ad153ad8.png","Herrera","Forward  - 32","57.4","80%  PLAYED","51.9","80%  PLAYED","47.0","83%  PLAYED","Ξ 0,0010","Ξ 0,0155","3-day average","Ξ 0,0548","1-month average","1-month average"
"892nd","https://www.soraredata.com/player/105298726160375649504770113375727496989290687556325893195938937125375397694871","https://assets.sorare.com/player/35e15734-8d23-46a2-ab48-988af97c711e/picture/avatar-1f50da74eeb9ed6ef626e2b09b31806f.png","Lucas Janson","Forward  - 28","50.3","60%  PLAYED","51.9","87%  PLAYED","49.6","90%  PLAYED","Ξ 0,0074","Ξ 0,0964","3-day average","Ξ 1,170","3-day average","Last public sale"
"893rd","https://www.soraredata.com/player/51972555889803364224155113128484021561021178653270362178308539120812250395331","https://assets.sorare.com/player/6e056943-ae2a-47f9-bea2-008ece539afb/picture/avatar-8338475a43f1bcd4eb01094e8250ea19.png","Éderson","Midfielder  - 23","58.4","100%  PLAYED","51.8","93%  PLAYED","47.7","90%  PLAYED","Ξ 0,0079","Ξ 0,0353","7-day average","No sale","3-day average",""
"894th","https://www.soraredata.com/player/58154212502383838262259528080894507668547445215243536530740247961660157920218","https://assets.sorare.com/player/9889996c-3fc0-4c12-abfb-620c2ef1698e/picture/avatar-def238d8ad676ec7376601bd2e39ef1d.png","Raheem Edwards","Defender  - 27","56.7","100%  PLAYED","51.8","93%  PLAYED","47.3","85%  PLAYED","Ξ 0,0036","Ξ 0,0580","3-day average","Ξ 0,203","3-day average","Last public sale"
