"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","font-semibold","text-rare","font-semibold 2","text-super-rare","font-semibold 3"
"1154th","https://www.soraredata.com/player/569559260475876604938501140919652043034340726761683562684092511874768329782","https://assets.sorare.com/player/61535646-ce8f-490d-926d-984ccef56200/picture/avatar-761600f863d93d47c6548a51cca0654c.png","Janis Blaswich","Goalkeeper  - 32","47.7","100%  PLAYED","49.7","100%  PLAYED","48.9","73%  PLAYED","Ξ 0,0084","3-day average","Ξ 0,111","3-day average","Ξ 0,569","1-month average"
"1155th","https://www.soraredata.com/player/72520299442344194646247922749749586774515479213249305794594708033002229131463","https://assets.sorare.com/player/0efdd6f6-da23-43be-b250-d457d79a92ec/picture/avatar-12078bc5b06dcf64190b21e9d4136ebc.png","João Carlos Teixeira","Midfielder  - 30","50.9","100%  PLAYED","49.7","80%  PLAYED","49.9","43%  PLAYED","Ξ 0,0085","3-day average","Ξ 0,0877","2-week average","Ξ 0,300","Last public sale"
"1156th","https://www.soraredata.com/player/71959816852729664067712196810178865236414953885623333676519025614186975827016","https://assets.sorare.com/player/81a752a9-f022-475b-8d9c-22f673c871b9/picture/avatar-64cb6f562fdb12fa4b4415bbc3687623.png","Elayis Tavşan","Forward  - 22","55.5","100%  PLAYED","49.7","100%  PLAYED","47.1","93%  PLAYED","Ξ 0,0027","3-day average","Ξ 0,0534","2-week average","Ξ 0,312","1-month average"
"1157th","https://www.soraredata.com/player/5269456928807976458575160895126534421375613539522218916148187173237540005983","https://assets.sorare.com/player/2ff6ea87-2e9b-4885-a940-43a0ed8a8556/picture/avatar-0d58cfee70de7fa0d86fb63f91339125.png","Johannes Handl","Defender  - 24","46.5","100%  PLAYED","49.7","93%  PLAYED","42.9","53%  PLAYED","Ξ 0,0005","3-day average","Ξ 0,0212","2-week average","Ξ 0,300","Last public sale"
"1158th","https://www.soraredata.com/player/61130836968509296269315264211530656825380840294008364205462707563188320065286","https://assets.sorare.com/player/13da723b-4e0f-4ffd-a4ec-629572742bce/picture/avatar-11383b32555084faa7c73c01ac593453.png","Victor Nelsson","Defender  - 24","56.9","100%  PLAYED","49.6","93%  PLAYED","46.3","85%  PLAYED","Ξ 0,0035","3-day average","Ξ 0,0346","3-day average","Ξ 0,164","Last public sale"
"1159th","https://www.soraredata.com/player/25543243042989425523846965862930620221117015605239819260234067381766972515460","https://assets.sorare.com/player/4002587b-f1be-4c26-82e7-6f0f2e43595a/picture/avatar-0048876718bdc254844320a249b58a4d.png","Herbert Bockhorn","Defender  - 28","54.4","100%  PLAYED","49.6","93%  PLAYED","43.8","70%  PLAYED","Ξ 0,0009","2-week average","Ξ 0,0108","1-month average","Ξ 0,0712","1-month average"
"1160th","https://www.soraredata.com/player/96845998773653634234649443053788380813417868036657492326296929359558964014496","https://assets.sorare.com/player/f52ae979-61ae-46e1-ba8d-3a25088095a4/picture/avatar-ba3de58967af1677f9ae1c0becff3359.png","Fabinho Tavares","Midfielder  - 29","61.7","100%  PLAYED","49.6","100%  PLAYED","45.7","85%  PLAYED","Ξ 0,0057","3-day average","Ξ 0,0449","7-day average","Ξ 0,177","2-week average"
"1161st","https://www.soraredata.com/player/73269790551717528743960092560014100433009871493572632017995984235196253751809","https://assets.sorare.com/player/61438294-a83a-4406-a493-247e59a4f27a/picture/avatar-252f47fdd1d57686f668a43f003b1137.png","Denis Thomalla","Forward  - 30","47.8","80%  PLAYED","49.6","87%  PLAYED","48.4","70%  PLAYED","Ξ 0,0013","3-day average","Ξ 0,0226","2-week average","Ξ 0,141","7-day average"
"1162nd","https://www.soraredata.com/player/6417098177115266784303285801278954126801759710360539422065283940244307429334","https://assets.sorare.com/player/d887c1c3-6948-42dc-9543-2cc938684317/picture/avatar-eee0040307945513e36e4316b5b42293.png","Stefan Perić","Defender  - 26","46.1","100%  PLAYED","49.6","93%  PLAYED","45.6","88%  PLAYED","Ξ 0,0004","3-day average","Ξ 0,0138","2-week average","Ξ 0,0500","Last public sale"
"1163rd","https://www.soraredata.com/player/78360438481532130466486832008612608471139398154635032133875000174414927284542","https://assets.sorare.com/player/bdcb7b2f-34bd-4523-899f-9cd7761f50bb/picture/avatar-f4643b36509c5f50d5db3dca29dd86d9.png","Lawrence Shankland","Forward  - 27","55.0","100%  PLAYED","49.6","93%  PLAYED","50.9","98%  PLAYED","Ξ 0,0037","3-day average","Ξ 0,0557","7-day average","Ξ 0,723","Last public sale"
"1164th","https://www.soraredata.com/player/33039117551463536752323851765017269579352844755919848985037261807595564857190","https://assets.sorare.com/player/6f8cdeae-17af-4062-bd20-7d67d78e0e46/picture/avatar-335474b4a861bb7236b41bd29b5a5c23.png","Thomas Foket","Defender  - 28","39.4","100%  PLAYED","49.6","100%  PLAYED","46.0","53%  PLAYED","Ξ 0,0006","3-day average","Ξ 0,0140","3-day average","Ξ 0,136","Last public sale"
"1165th","https://www.soraredata.com/player/80587285360718878822773117832650974232949866610150684243599149238138300182684","https://assets.sorare.com/player/b252f8d6-2be6-452c-9863-c1f17b7e31bb/picture/avatar-d96a7bd8f38266eb87a644b386180d24.png","Keziah Veendorp","Defender  - 26","44.4","100%  PLAYED","49.6","100%  PLAYED","42.9","95%  PLAYED","Ξ 0,0003","3-day average","Ξ 0,0120","3-day average","Ξ 0,0700","Last public sale"
"1166th","https://www.soraredata.com/player/14388240500944903151904055830774965513628677963186235567786810362837741172389","https://assets.sorare.com/player/549a3561-1e7b-4de8-b4db-5b3e6d248d8b/picture/avatar-348ce54cc714dd8c234e01254c47ee90.png","Cristian Álvarez","Goalkeeper  - 37","48.9","100%  PLAYED","49.6","100%  PLAYED","51.5","83%  PLAYED","Ξ 0,0033","3-day average","Ξ 0,114","7-day average","Ξ 0,462","7-day average"
"1167th","https://www.soraredata.com/player/43185219250800991466651858553506345494581592685487918495149183770823999500088","https://assets.sorare.com/player/0cd61b2a-7bfa-443a-a843-a8abea6791bc/picture/avatar-bf4f95d84deee70600e1314c29fe6df0.png","Kensuke Nagai","Forward  - 34","49.6","100%  PLAYED","49.5","100%  PLAYED","45.4","98%  PLAYED","Ξ 0,0073","3-day average","Ξ 0,0496","7-day average","Ξ 0,149","1-month average"
"1168th","https://www.soraredata.com/player/11458330135840280745941165233194161361238934693736948809839157424394401820834","https://assets.sorare.com/player/38613de1-566f-41bc-a83c-52a1bd8bb661/picture/avatar-55024baed7ff584415809ea239db2c5f.png","Paweł Bochniewicz","Defender  - 27","58.5","100%  PLAYED","49.5","100%  PLAYED","55.0","75%  PLAYED","Ξ 0,0013","3-day average","Ξ 0,0310","7-day average","Ξ 0,296","Last public sale"
"1169th","https://www.soraredata.com/player/66565154432348618781025275727182838383809241108921771174883128237816170254662","https://assets.sorare.com/player/199a2f9a-f1cc-42dd-b4a4-08867b743358/picture/avatar-df14268b784cb9f03e80da63effc9d75.png","Philipp Pomer","Midfielder  - 25","48.0","80%  PLAYED","49.5","87%  PLAYED","47.8","90%  PLAYED","Ξ 0,0004","3-day average","Ξ 0,0154","3-day average","Ξ 0,106","Last public sale"
"1170th","https://www.soraredata.com/player/83384003134824078092892500029316116672481119110963762843814395394899053286809","https://assets.sorare.com/player/0044b996-a2de-4260-afac-5820c6a0da18/picture/avatar-3eead1e5ab56e750089241483aac001d.png","Marco Richter","Forward  - 25","52.5","60%  PLAYED","49.5","87%  PLAYED","45.8","80%  PLAYED","Ξ 0,0023","3-day average","Ξ 0,0399","3-day average","Ξ 0,180","Last public sale"
"1171st","https://www.soraredata.com/player/95594940291198789105511756966928978332640043898151952547903771491739306127453","https://assets.sorare.com/player/8bb3d6c8-775e-43ef-899b-fc7c8f4347bf/picture/avatar-38968cff5a7d8c0411d0c1f29123c57b.png","Shaq Moore","Defender  - 26","54.6","100%  PLAYED","49.5","80%  PLAYED","NA","0%  PLAYED","Ξ 0,0041","3-day average","Ξ 0,0285","3-day average","No sale",""
"1172nd","https://www.soraredata.com/player/37789869515230103314082806860209513533096418687483388994834520233651960918144","https://assets.sorare.com/player/4579a9ec-9ba1-4624-9af2-30314d0714a5/picture/avatar-42ea4f9d55d0b411bd50ba5b472c3922.png","Óscar Whalley","Goalkeeper  - 29","52.4","100%  PLAYED","49.5","100%  PLAYED","50.0","100%  PLAYED","Ξ 0,0055","3-day average","Ξ 0,0958","7-day average","Ξ 0,488","1-month average"
"1173rd","https://www.soraredata.com/player/8568538639404559603612470811764545495391948027839994754152001529815854175563","https://assets.sorare.com/player/fa8e250d-4cae-41d0-a849-f565201687da/picture/avatar-8de430c0f21b6b793b69a29c0c34b3c3.png","Óscar Romero","Midfielder  - 30","44.6","80%  PLAYED","49.5","80%  PLAYED","53.9","85%  PLAYED","Ξ 0,0033","3-day average","Ξ 0,0474","7-day average","Ξ 0,585","Last public sale"
"1174th","https://www.soraredata.com/player/82040987973911153114410724806695766002416553307684167736994605286769670611878","https://assets.sorare.com/player/3d158c6b-77dd-4e58-9b70-df486c09111c/picture/avatar-0fa55f1bdb993a4fa47fec5966f5596c.png","Federico Bernardeschi","Midfielder  - 29","50.2","100%  PLAYED","49.5","93%  PLAYED","47.1","85%  PLAYED","Ξ 0,0118","3-day average","Ξ 0,123","7-day average","Ξ 0,661","Last public sale"
"1175th","https://www.soraredata.com/player/56048090625857800630213957534840489295806394758146801185474412343882814640088","https://assets.sorare.com/player/fe4cec28-1bcc-468e-9601-fc3cb838e847/picture/avatar-c8169675009c553695c7ffaf54e9acc7.png","Haruki Arai","Midfielder  - 25","44.4","100%  PLAYED","49.5","100%  PLAYED","44.5","78%  PLAYED","Ξ 0,0005","3-day average","Ξ 0,0197","Last public sale","Ξ 0,0580","Last public sale"
"1176th","https://www.soraredata.com/player/3087414880229647434542194272276135449516005198086998437435239714754676250962","https://assets.sorare.com/player/b1c83d45-f5b9-4bd3-b6f9-4e24b4c15a8e/picture/avatar-33e3a60e9c9ba59d16006ef1e89b83d6.png","Brahian Alemán","Midfielder  - 33","40.3","100%  PLAYED","49.5","93%  PLAYED","55.5","93%  PLAYED","Ξ 0,0020","3-day average","Ξ 0,0850","1-month average","Ξ 0,688","Last public sale"
"1177th","https://www.soraredata.com/player/51566406112876591617517140524334825951476062629268651200157437856891039701105","https://assets.sorare.com/player/9dc35069-2f5c-42eb-93e9-91df24295372/picture/avatar-374f70358cdb70c57b632c4ce42f8408.png","George Saville","Midfielder  - 29","59.5","100%  PLAYED","49.5","93%  PLAYED","48.4","90%  PLAYED","Ξ 0,0013","3-day average","Ξ 0,0277","2-week average","Ξ 0,146","2-week average"
"1178th","https://www.soraredata.com/player/37562632442385640748729428760072975194702017923177571392168333502823235708890","https://assets.sorare.com/player/0a220dd7-de01-48d4-9c90-39f6aa54cade/picture/avatar-b53e994ce35385e310c63dc056c90e68.png","Cristian Romero","Defender  - 25","45.1","100%  PLAYED","49.5","93%  PLAYED","47.2","83%  PLAYED","Ξ 0,0051","3-day average","Ξ 0,0383","7-day average","Ξ 0,282","3-day average"
"1179th","https://www.soraredata.com/player/100181861002434202491853867166938601033258874883775498526942497262283009540146","https://assets.sorare.com/player/07dfb686-0cfc-49ba-a3fe-fdba26570147/picture/avatar-f2dcbb616eea67016d0106df66f9a9af.png","Niko Galešić","Defender  - 22","61.1","100%  PLAYED","49.5","100%  PLAYED","48.0","73%  PLAYED","Ξ 0,0024","3-day average","Ξ 0,0254","3-day average","Ξ 0,0800","Last public sale"
"1180th","https://www.soraredata.com/player/25378657644252822523512533956515909760423287469310237566132914262926181459194","https://assets.sorare.com/player/8d86a0af-dd7b-448f-b9c0-1f168dd1c53d/picture/avatar-34baa3ec86d016d06d576b169cc66ece.png","Alex Ring","Midfielder  - 32","44.0","100%  PLAYED","49.4","93%  PLAYED","47.2","98%  PLAYED","Ξ 0,0012","3-day average","Ξ 0,0157","3-day average","Ξ 0,150","7-day average"
"1181st","https://www.soraredata.com/player/48692605705015788234566549254458120920634203391731843058288317209672962529905","https://assets.sorare.com/player/391cb3dd-53c4-450d-a954-5109a85935b9/picture/avatar-ff3888b8c386c01588fcaead160e9d8b.png","Christian Benteke","Forward  - 32","51.9","100%  PLAYED","49.4","100%  PLAYED","42.6","55%  PLAYED","Ξ 0,0201","3-day average","Ξ 0,113","3-day average","Ξ 0,506","Last public sale"
"1182nd","https://www.soraredata.com/player/27548829769393229339678400158082073495987192371567482201271838242338154735046","https://assets.sorare.com/player/792f6317-8335-42fa-b5f5-60d7f8cbcf96/picture/avatar-e7be49ee671f66286c12fe33828999c6.png","Marco Friedl","Defender  - 25","52.8","100%  PLAYED","49.4","80%  PLAYED","52.1","80%  PLAYED","Ξ 0,0013","3-day average","Ξ 0,0143","7-day average","Ξ 0,202","7-day average"
"1183rd","https://www.soraredata.com/player/66205977085360020558685790003392932831085487365975642352043953233561810320957","https://assets.sorare.com/player/e7d47961-b83a-4d35-aa8f-205bfee02993/picture/avatar-e8ab3976481bff1c97cd973f9207f7e9.png","Víctor Díaz","Defender  - 34","41.8","80%  PLAYED","49.4","80%  PLAYED","48.7","73%  PLAYED","Ξ 0,0003","3-day average","Ξ 0,0020","3-day average","Ξ 0,0800","Last public sale"
"1184th","https://www.soraredata.com/player/99424400355084509261132884514515319752652497912742727957474166080316825332682","https://assets.sorare.com/player/0bef9e7d-c517-4016-aa92-0e586780be84/picture/avatar-1c873ae29f1bfeb271e34ce03a5faff2.png","Juan Sforza","Midfielder  - 21","36.1","80%  PLAYED","49.4","80%  PLAYED","48.6","85%  PLAYED","Ξ 0,0053","3-day average","Ξ 0,0882","Last public sale","Ξ 0,429","1-month average"
"1185th","https://www.soraredata.com/player/96838636684644831126798491767520540871408295302226065726955720852664071109794","https://assets.sorare.com/player/c97390fd-4c98-4bcf-8b71-713f540fd998/picture/avatar-f4f2b4fec38dbd1a242c43659ba860ed.png","Álex Corredera","Midfielder  - 27","65.4","100%  PLAYED","49.4","87%  PLAYED","43.4","57%  PLAYED","Ξ 0,0010","3-day average","Ξ 0,0141","7-day average","Ξ 0,0793","Last public sale"
"1186th","https://www.soraredata.com/player/44585530157728389721816069551007160559789202565889559819666736564994882593928","https://assets.sorare.com/player/c17f8519-5b9b-43d8-9ed3-64015deaa114/picture/avatar-ee18443e063053279a175a891145fa7b.png","Sory Kaba","Forward  - 27","50.6","100%  PLAYED","49.4","100%  PLAYED","45.1","95%  PLAYED","Ξ 0,0023","3-day average","Ξ 0,0420","7-day average","Ξ 0,169","Last public sale"
"1187th","https://www.soraredata.com/player/59611969410361009521205558733743074469213237016884719607798131634514800739538","https://assets.sorare.com/player/0e688547-efe6-4408-9586-a7280b2d1063/picture/avatar-411f6ae876b85f539fdb40727328484c.png","Takumu Kawamura","Midfielder  - 23","52.1","100%  PLAYED","49.4","100%  PLAYED","47.6","57%  PLAYED","Ξ 0,0032","3-day average","Ξ 0,0288","7-day average","Ξ 0,140","Last public sale"
"1188th","https://www.soraredata.com/player/51689839022795372917900572547032515963028517695005499565423252946951659336340","https://assets.sorare.com/player/9ff70873-2d83-46cd-8b1a-a7e9980fd8d4/picture/avatar-32bea63db3010673a992494f3f3db2d6.png","Jiří Pavlenka","Goalkeeper  - 31","46.7","100%  PLAYED","49.4","93%  PLAYED","47.8","83%  PLAYED","Ξ 0,0095","3-day average","Ξ 0,194","3-day average","Ξ 0,450","Last public sale"
"1189th","https://www.soraredata.com/player/86935749353089067607689483675252221915879367632731929000584893096832773203619","https://assets.sorare.com/player/4cff80dd-e342-4fe6-a4f1-1c02cac4e851/picture/avatar-b5896aa73886d20c8213fb0cf1b94efd.png","Robert Berić","Forward  - 31","49.5","100%  PLAYED","49.4","87%  PLAYED","43.6","85%  PLAYED","Ξ 0,0100","7-day average","Ξ 0,0602","2-week average","Ξ 0,300","2-week average"
"1190th","https://www.soraredata.com/player/68838124593540747748224022906152824376914209748268950632964236539536682280206","https://assets.sorare.com/player/c4dbad29-5690-4277-a9f6-567c2c8df4ea/picture/avatar-04e1120d36be9cd29a03e3aabb2a8eb8.png","Julian Lelieveld","Defender  - 25","46.4","100%  PLAYED","49.4","100%  PLAYED","51.3","90%  PLAYED","Ξ 0,0008","3-day average","Ξ 0,0112","2-week average","Ξ 0,137","Last public sale"
"1191st","https://www.soraredata.com/player/29247742043217057578905925136429728779127508459709050722086461016500967976779","https://assets.sorare.com/player/b0e405cb-f618-4920-95e2-6ad43d93c68c/picture/avatar-de1c278911fb6a612546eb3b6bc654ac.png","Um Won-Sang","Midfielder  - 24","44.4","100%  PLAYED","49.4","93%  PLAYED","51.1","88%  PLAYED","Ξ 0,0072","3-day average","Ξ 0,0929","7-day average","Ξ 0,594","1-month average"
"1192nd","https://www.soraredata.com/player/75094819907538272172368633446023354403443693795909261671318818551998398135063","https://assets.sorare.com/player/f0bbf491-645d-42a1-966f-37bfa40e7f71/picture/avatar-521b8c78477e0add0be6f7b6c258da48.png","Bakery Jatta","Midfielder  - 24","46.8","100%  PLAYED","49.4","87%  PLAYED","50.0","78%  PLAYED","Ξ 0,0021","3-day average","Ξ 0,0204","1-month average","Ξ 0,125","Last public sale"
"1193rd","https://www.soraredata.com/player/103106618447256791470261840606370282565962396947647878293535741560934703540058","https://assets.sorare.com/player/63b2521e-1e76-4f33-aa16-70c948cc8448/picture/avatar-9fc4db4a521afbde379308ea63dca411.png","Robin Gosens","Defender  - 28","39.7","80%  PLAYED","49.4","80%  PLAYED","39.4","83%  PLAYED","Ξ 0,0599","Last public sale","Ξ 0,0690","1-month average","Ξ 0,333","Last public sale"
"1194th","https://www.soraredata.com/player/77305425361398875166249947298754315854094163058351295848579457301448340676470","https://assets.sorare.com/player/80d77f63-d319-44f2-a2b2-7238cc24e915/picture/avatar-9c15150fa11f01c0e39d04731e3aefd7.png","Daniel Armstrong","Midfielder  - 25","62.1","100%  PLAYED","49.4","93%  PLAYED","NA","0%  PLAYED","Ξ 0,0008","3-day average","Ξ 0,0158","2-week average","No sale",""
